out_name,frequency,units,long_name,standard_name,cell_methods,priority,comment,component
limax,day,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,area: mean time: maximum,TIER2,,atmosphere
cinmax,mon,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,area: mean time: maximum within days time: mean over days,TIER2,,atmosphere
cinmax,day,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,area: mean time: maximum,TIER2,,atmosphere
od550aer,mon,1,Ambient Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,area: time: mean,TIER2,"long_name fixed, 2022.09.22  https://github.com/WCRP-CORDEX/cordex-cmip6-data-request/issues/6",atmosphere
ua150,mon,m s-1,Eastward Wind at 150hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua150,day,m s-1,Eastward Wind at 150hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua150,6hr,m s-1,Eastward Wind at 150hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua100,mon,m s-1,Eastward Wind at 100hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua100,day,m s-1,Eastward Wind at 100hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua100,6hr,m s-1,Eastward Wind at 100hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua70,mon,m s-1,Eastward Wind at 70hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua70,day,m s-1,Eastward Wind at 70hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua70,6hr,m s-1,Eastward Wind at 70hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua50,mon,m s-1,Eastward Wind at 50hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua50,day,m s-1,Eastward Wind at 50hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua50,6hr,m s-1,Eastward Wind at 50hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua30,mon,m s-1,Eastward Wind at 30hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua30,day,m s-1,Eastward Wind at 30hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua30,6hr,m s-1,Eastward Wind at 30hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua20,mon,m s-1,Eastward Wind at 20hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua20,day,m s-1,Eastward Wind at 20hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua20,6hr,m s-1,Eastward Wind at 20hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua10,mon,m s-1,Eastward Wind at 10hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua10,day,m s-1,Eastward Wind at 10hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua10,6hr,m s-1,Eastward Wind at 10hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
va150,mon,m s-1,Northward Wind at 150hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va150,day,m s-1,Northward Wind at 150hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va150,6hr,m s-1,Northward Wind at 150hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
va100,mon,m s-1,Northward Wind at 100hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va100,day,m s-1,Northward Wind at 100hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va100,6hr,m s-1,Northward Wind at 100hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
va70,mon,m s-1,Northward Wind at 70hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va70,day,m s-1,Northward Wind at 70hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va70,6hr,m s-1,Northward Wind at 70hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
va50,mon,m s-1,Northward Wind at 50hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va50,day,m s-1,Northward Wind at 50hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va50,6hr,m s-1,Northward Wind at 50hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
va30,mon,m s-1,Northward Wind at 30hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va30,day,m s-1,Northward Wind at 30hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va30,6hr,m s-1,Northward Wind at 30hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
va20,mon,m s-1,Northward Wind at 20hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va20,day,m s-1,Northward Wind at 20hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va20,6hr,m s-1,Northward Wind at 20hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
va10,mon,m s-1,Northward Wind at 10hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va10,day,m s-1,Northward Wind at 10hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va10,6hr,m s-1,Northward Wind at 10hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
ta150,mon,K,Air Temperature at 150hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta150,day,K,Air Temperature at 150hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta150,6hr,K,Air Temperature at 150hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
ta100,mon,K,Air Temperature at 100hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta100,day,K,Air Temperature at 100hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta100,6hr,K,Air Temperature at 100hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
ta70,mon,K,Air Temperature at 70hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta70,day,K,Air Temperature at 70hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta70,6hr,K,Air Temperature at 70hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
ta50,mon,K,Air Temperature at 50hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta50,day,K,Air Temperature at 50hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta50,6hr,K,Air Temperature at 50hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
ta30,mon,K,Air Temperature at 30hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta30,day,K,Air Temperature at 30hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta30,6hr,K,Air Temperature at 30hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
ta20,mon,K,Air Temperature at 20hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta20,day,K,Air Temperature at 20hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta20,6hr,K,Air Temperature at 20hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
ta10,mon,K,Air Temperature at 10hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta10,day,K,Air Temperature at 10hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta10,6hr,K,Air Temperature at 10hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
hus150,mon,1,Specific Humidity at 150hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus150,day,1,Specific Humidity at 150hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus150,6hr,1,Specific Humidity at 150hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
hus100,mon,1,Specific Humidity at 100hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus100,day,1,Specific Humidity at 100hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus100,6hr,1,Specific Humidity at 100hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
hus70,mon,1,Specific Humidity at 70hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus70,day,1,Specific Humidity at 70hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus70,6hr,1,Specific Humidity at 70hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
hus50,mon,1,Specific Humidity at 50hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus50,day,1,Specific Humidity at 50hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus50,6hr,1,Specific Humidity at 50hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
hus30,mon,1,Specific Humidity at 30hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus30,day,1,Specific Humidity at 30hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus30,6hr,1,Specific Humidity at 30hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
hus20,mon,1,Specific Humidity at 20hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus20,day,1,Specific Humidity at 20hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus20,6hr,1,Specific Humidity at 20hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
hus10,mon,1,Specific Humidity at 10hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus10,day,1,Specific Humidity at 10hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus10,6hr,1,Specific Humidity at 10hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
zg150,mon,m,Geopotential Height at 150hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg150,day,m,Geopotential Height at 150hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg150,6hr,m,Geopotential Height at 150hPa,geopotential_height,area: mean time: point,TIER2,,atmosphere
zg100,mon,m,Geopotential Height at 100hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg100,day,m,Geopotential Height at 100hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg100,6hr,m,Geopotential Height at 100hPa,geopotential_height,area: mean time: point,TIER2,,atmosphere
zg70,mon,m,Geopotential Height at 70hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg70,day,m,Geopotential Height at 70hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg70,6hr,m,Geopotential Height at 70hPa,geopotential_height,area: mean time: point,TIER2,,atmosphere
zg50,mon,m,Geopotential Height at 50hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg50,day,m,Geopotential Height at 50hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg50,6hr,m,Geopotential Height at 50hPa,geopotential_height,area: mean time: point,TIER2,,atmosphere
zg30,mon,m,Geopotential Height at 30hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg30,day,m,Geopotential Height at 30hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg30,6hr,m,Geopotential Height at 30hPa,geopotential_height,area: mean time: point,TIER2,,atmosphere
zg20,mon,m,Geopotential Height at 20hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg20,day,m,Geopotential Height at 20hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg20,6hr,m,Geopotential Height at 20hPa,geopotential_height,area: mean time: point,TIER2,,atmosphere
zg10,mon,m,Geopotential Height at 10hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg10,day,m,Geopotential Height at 10hPa,geopotential_height,area: time: mean,TIER2,,atmosphere
zg10,6hr,m,Geopotential Height at 10hPa,geopotential_height,area: mean time: point,TIER2,,atmosphere
wa150,mon,m s-1,Upward Air Velocity at 150hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa150,day,m s-1,Upward Air Velocity at 150hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa150,6hr,m s-1,Upward Air Velocity at 150hPa,upward_air_velocity,area: mean time: point,TIER2,,atmosphere
wa100,mon,m s-1,Upward Air Velocity at 100hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa100,day,m s-1,Upward Air Velocity at 100hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa100,6hr,m s-1,Upward Air Velocity at 100hPa,upward_air_velocity,area: mean time: point,TIER2,,atmosphere
wa70,mon,m s-1,Upward Air Velocity at 70hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa70,day,m s-1,Upward Air Velocity at 70hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa70,6hr,m s-1,Upward Air Velocity at 70hPa,upward_air_velocity,area: mean time: point,TIER2,,atmosphere
wa50,mon,m s-1,Upward Air Velocity at 50hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa50,day,m s-1,Upward Air Velocity at 50hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa50,6hr,m s-1,Upward Air Velocity at 50hPa,upward_air_velocity,area: mean time: point,TIER2,,atmosphere
wa30,mon,m s-1,Upward Air Velocity at 30hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa30,day,m s-1,Upward Air Velocity at 30hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa30,6hr,m s-1,Upward Air Velocity at 30hPa,upward_air_velocity,area: mean time: point,TIER2,,atmosphere
wa20,mon,m s-1,Upward Air Velocity at 20hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa20,day,m s-1,Upward Air Velocity at 20hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa20,6hr,m s-1,Upward Air Velocity at 20hPa,upward_air_velocity,area: mean time: point,TIER2,,atmosphere
wa10,mon,m s-1,Upward Air Velocity at 10hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa10,day,m s-1,Upward Air Velocity at 10hPa,upward_air_velocity,area: time: mean,TIER2,,atmosphere
wa10,6hr,m s-1,Upward Air Velocity at 10hPa,upward_air_velocity,area: mean time: point,TIER2,,atmosphere
ua200m,mon,m s-1,Eastward Wind at 200m,eastward_wind,area: time: mean,TIER2,,atmosphere
ua200m,day,m s-1,Eastward Wind at 200m,eastward_wind,area: time: mean,TIER2,,atmosphere
ua200m,1hr,m s-1,Eastward Wind at 200m,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua250m,mon,m s-1,Eastward Wind at 250m,eastward_wind,area: time: mean,TIER2,,atmosphere
ua250m,day,m s-1,Eastward Wind at 250m,eastward_wind,area: time: mean,TIER2,,atmosphere
ua250m,1hr,m s-1,Eastward Wind at 250m,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua300m,mon,m s-1,Eastward Wind at 300m,eastward_wind,area: time: mean,TIER2,,atmosphere
ua300m,day,m s-1,Eastward Wind at 300m,eastward_wind,area: time: mean,TIER2,,atmosphere
ua300m,1hr,m s-1,Eastward Wind at 300m,eastward_wind,area: mean time: point,TIER2,,atmosphere
va200m,mon,m s-1,Northward Wind at 200m,northward_wind,area: time: mean,TIER1,,atmosphere
va200m,day,m s-1,Northward Wind at 200m,northward_wind,area: time: mean,TIER1,,atmosphere
va200m,1hr,m s-1,Northward Wind at 200m,northward_wind,area: mean time: point,TIER1,,atmosphere
va250m,mon,m s-1,Northward Wind at 250m,northward_wind,area: time: mean,TIER1,,atmosphere
va250m,day,m s-1,Northward Wind at 250m,northward_wind,area: time: mean,TIER1,,atmosphere
va250m,1hr,m s-1,Northward Wind at 250m,northward_wind,area: mean time: point,TIER1,,atmosphere
va300m,mon,m s-1,Northward Wind at 300m,northward_wind,area: time: mean,TIER1,,atmosphere
va300m,day,m s-1,Northward Wind at 300m,northward_wind,area: time: mean,TIER1,,atmosphere
va300m,1hr,m s-1,Northward Wind at 300m,northward_wind,area: mean time: point,TIER1,,atmosphere
sftgif,fx,%,Percentage of the Grid Cell Covered by Glacier,land_ice_area_fraction,area: mean,TIER2,,atmosphere
mrsofc,fx,kg m-2,Capacity of Soil to Store Water  (Field Capacity),soil_moisture_content_at_field_capacity,area: mean where land,TIER2,,atmosphere
rootd,fx,m,Maximum Root Depth,root_depth,area: mean,TIER2,,atmosphere
sftlaf,fx,%,Percentage of the Grid Cell Occupied by Lake,area_fraction,area: mean,TIER2,not in CMIP or in CF,atmosphere
sfturf,fx,%,Percentage of the Grid Cell Occupied by Urban Area,area_fraction,area: mean where urban,TIER2,not in CMIP or in CF,atmosphere
dtb,fx,m,Depth to Bedrock,bedrock_depth_below_ground_level,area: mean,TIER2,not in CMIP or in CF (lower boundary of land surface models),atmosphere
areacella,fx,m2,Atmosphere Grid-Cell Area,cell_area,area: sum,TIER2,,atmosphere
thetao,mon,degC,Sea Water Potential Temperature,sea_water_potential_temperature,area: mean where sea time: mean,CORE,"3D, potential temperature",ocean
so,mon,0.001,Sea Water Salinity,sea_water_salinity,area: mean where sea time: mean,CORE,"3D, practical salinity",ocean
uo,mon,m s-1,Sea Water X Velocity,sea_water_x_velocity,time: mean,CORE,"3D, positive: east",ocean
vo,mon,m s-1,Sea Water Y Velocity,sea_water_y_velocity,time: mean,CORE,"3D, postive: north",ocean
zos,mon,m,Sea Surface Height Above Geoid,sea_surface_height_above_geoid,area: mean where sea time: mean,CORE,"2D, the GCM zostoga variable should be added in the monthly file",ocean
zos,day,m,Sea Surface Height Above Geoid,sea_surface_height_above_geoid,area: mean where sea time: mean,CORE,"2D, the GCM zostoga variable should be added in the monthly file",ocean
tos,mon,degC,Sea Surface Temperature,sea_surface_temperature,area: mean where sea time: mean,CORE,2D,ocean
tos,day,degC,Sea Surface Temperature,sea_surface_temperature,area: mean where sea time: mean,CORE,2D,ocean
sos,mon,0.001,Sea Surface Salinity,sea_surface_salinity,area: mean where sea time: mean,CORE,2D,ocean
sos,day,0.001,Sea Surface Salinity,sea_surface_salinity,area: mean where sea time: mean,CORE,2D,ocean
mlotst,mon,m,Ocean Mixed Layer Thickness Defined by Sigma T,ocean_mixed_layer_thickness_defined_by_sigma_t,area: mean where sea time: mean,CORE,"2D, positive: down, Med-CORDEX: Use a criteria of 0.011 or 0.01 kg/m with a 10m-depth reference",ocean
mlotst,day,m,Ocean Mixed Layer Thickness Defined by Sigma T,ocean_mixed_layer_thickness_defined_by_sigma_t,area: mean where sea time: mean,CORE,"2D, positive: down, Med-CORDEX: Use a criteria of 0.011 or 0.01 kg/m with a 10m-depth reference",ocean
areacello,fx,m2,Grid-Cell Area for Ocean Variables,cell_area,area: sum,CORE,Horizontal area of ocean grid cells,ocean
deptho,fx,m,Sea Floor Depth Below Geoid,sea_floor_depth_below_geoid,area: mean where sea,CORE,,ocean
sftof,fx,%,Sea Area Percentage,sea_area_fraction,area: mean,CORE,Percentage of horizontal area occupied by ocean.,ocean
thkcello,fx,m,Ocean Model Cell Thickness,cell_thickness,area: mean,CORE,,ocean
volcello,fx,m3,Ocean Grid-Cell Volume,ocean_volume,area: sum,CORE,,ocean
thetao,day,degC,Sea Water Potential Temperature,sea_water_potential_temperature,area: mean where sea time: mean,TIER1,"3D, potential temperature",ocean
wo,mon,m s-1,Sea Water Upward Velocity,upward_sea_water_velocity,area: mean where sea time: mean,TIER1,"3D, positive: up",ocean
rhop,mon,kg m-3,Sea Water Potential Density,sea_water_potential_density,area: mean where sea time: mean,TIER1,"3D, sigma0",ocean
hfds,mon,W m-2,Downward Heat Flux at Sea Water Surface,surface_downward_heat_flux_in_sea_water,area: mean where sea time: mean,TIER1,"2D, positive: down, This is the net flux of heat entering the liquid water column through its upper surface (excluding any ""flux adjustment"" ?)",ocean
hfds,day,W m-2,Downward Heat Flux at Sea Water Surface,surface_downward_heat_flux_in_sea_water,area: mean where sea time: mean,TIER1,"2D, positive: down, This is the net flux of heat entering the liquid water column through its upper surface (excluding any ""flux adjustment"" ?)",ocean
hfcorr,mon,W m-2,Heat Flux Correction,heat_flux_correction,area: mean where sea time: mean,TIER1,"2D, positive: down, if this does not vary from one year to the next, report only a single year. Positive indicates correction adds heat to ocean",ocean
hfcorr,day,W m-2,Heat Flux Correction,heat_flux_correction,area: mean where sea time: mean,TIER1,"2D, positive: down, if this does not vary from one year to the next, report only a single year. Positive indicates correction adds heat to ocean",ocean
rsntds,mon,W m-2,Net Downward Shortwave Radiation at Sea Water Surface,net_downward_shortwave_flux_at_sea_water_surface,area: mean where sea time: mean,TIER1,"2D, positive: down, This is the flux into the surface of liquid sea water only. This excludes shortwave flux absorbed by sea ice, but include any light that passes through the ice and is absorbed by the ocean",ocean
rsntds,day,W m-2,Net Downward Shortwave Radiation at Sea Water Surface,net_downward_shortwave_flux_at_sea_water_surface,area: mean where sea time: mean,TIER1,"2D, positive: down, This is the flux into the surface of liquid sea water only. This excludes shortwave flux absorbed by sea ice, but include any light that passes through the ice and is absorbed by the ocean",ocean
tauuo,mon,N m-2,Sea Water Surface Downward X Stress,downward_x_stress_at_sea_water_surface,area: mean where sea time: mean,TIER1,"2D, positive: east",ocean
tauuo,day,N m-2,Sea Water Surface Downward X Stress,downward_x_stress_at_sea_water_surface,area: mean where sea time: mean,TIER1,"2D, positive: east",ocean
tauvo,mon,N m-2,Sea Water Surface Downward Y Stress,downward_y_stress_at_sea_water_surface,area: mean where sea time: mean,TIER1,"2D, postive: north",ocean
tauvo,day,N m-2,Sea Water Surface Downward Y Stress,downward_y_stress_at_sea_water_surface,area: mean where sea time: mean,TIER1,"2D, postive: north",ocean
uos,day,m s-1,Surface X Velocity,surface_eastward_sea_water_velocity,area: mean where sea time: mean,TIER1,"2D, positive east",ocean
vos,day,m s-1,Surface Y Velocity,surface_northward_sea_water_velocity,area: mean where sea time: mean,TIER1,"2D, positive north",ocean
wfo,mon,kg m-2 s-1,Water Flux into Sea Water,water_flux_into_sea_water,area: mean where sea time: mean,TIER1,"2D, positive: down, P+R-E+corrections",ocean
wfo,day,kg m-2 s-1,Water Flux into Sea Water,water_flux_into_sea_water,area: mean where sea time: mean,TIER1,"2D, positive: down, P+R-E+corrections",ocean
friver,mon,kg m-2 s-1,Water Flux into Sea Water from Rivers,water_flux_into_sea_water_from_rivers,area: mean where sea time: mean,TIER1,"2D, positive: down, computed as the river flux of water into the ocean divided by the area of the ocean portion of the grid cell.",ocean
friver,day,kg m-2 s-1,Water Flux into Sea Water from Rivers,water_flux_into_sea_water_from_rivers,area: mean where sea time: mean,TIER1,"2D, positive: down, computed as the river flux of water into the ocean divided by the area of the ocean portion of the grid cell.",ocean
wfonocorr,mon,kg m-2 s-1,Water Flux into Sea Water Without Flux Correction,water_flux_into_sea_water_without_flux_correction,area: mean where sea time: mean,TIER1,"2D, positive: down, Including runoff, without corrections",ocean
wfonocorr,day,kg m-2 s-1,Water Flux into Sea Water Without Flux Correction,water_flux_into_sea_water_without_flux_correction,area: mean where sea time: mean,TIER1,"2D, positive: down, Including runoff, without corrections",ocean
so,day,0.001,Sea Water Salinity,sea_water_salinity,area: mean where sea time: mean,TIER2,"3D, practical salinity, useful for BGC model forcing",ocean
uo,day,m s-1,Sea Water X Velocity,sea_water_x_velocity,area: mean where sea time: mean,TIER2,"3D, positive: east, useful for BGC model forcing",ocean
vo,day,m s-1,Sea Water Y Velocity,sea_water_y_velocity,area: mean where sea time: mean,TIER2,"3D, postive: north, useful for BGC model forcing",ocean
wo,day,m s-1,Sea Water Upward Velocity,upward_sea_water_velocity,area: mean where sea time: mean,TIER2,"3D, positive: up, useful for BGC model forcing",ocean
rhop,day,kg m-3,Sea Water Potential Density,sea_water_potential_density,area: mean where sea time: mean,TIER2,"3D, sigma0",ocean
difvho,day,m2 s-1,Vertical Eddy Diffusivity,ocean_vertical_heat_diffusivity,area: mean where sea time: mean,TIER2,"3D, useful for BGC model forcing",ocean
tos,1hr,degC,Sea Surface Temperature,sea_surface_temperature,area: mean where sea time: point,TIER2,2D,ocean
tob,day,degC,Sea Water Potential Temperature at Sea Floor,sea_water_potential_temperature_at_sea_floor,area: mean where sea time: mean,TIER2,2D,ocean
tob,mon,degC,Sea Water Potential Temperature at Sea Floor,sea_water_potential_temperature_at_sea_floor,area: mean where sea time: mean,TIER1,2D,ocean
